questionId,externalId,topic,subtopic,difficulty
447fa970,077b3b36-9acc-43fd-842b-44f85e95f12f,Algebra,Linear functions,E
3dffe9d2,f7cecf09-36cf-4934-b397-765b7be1e77c,Algebra,Linear functions,E
0dd6227f,07807ef4-fe53-474a-92e4-59c6ea6c579e,Algebra,Systems of two linear equations in two variables,M
9e5863bd,1d4cae8e-913c-4a09-b279-259bf349f1f5,Algebra,Linear inequalities in one or two variables,M
842cec4d,182f4a98-459c-4659-9484-08aa8d678af0,Algebra,Linear inequalities in one or two variables,E
6105234d,2870e625-1e5c-4b4d-be09-4cc08fc8d83b,Algebra,Linear equations in one variable,E
7efe5495,dce39b31-9110-4b75-93ff-5d7da57a6adc,Algebra,Systems of two linear equations in two variables,M
4edecdba,e3d6b3f4-d0ec-46bc-b1d7-45b9bfe60aae,Algebra,Linear equations in two variables,E
2c121b25,09101-DC,Algebra,Linear inequalities in one or two variables,E
83f2c3bf,affdca44-b865-4102-a2b3-d54b3337bd47,Algebra,Linear equations in two variables,E
27198699,1899a900-ac1b-40ac-a96b-d24684c6d46b,Algebra,Linear functions,E
00ec9102,0fd50277-112f-40b1-b403-c45b8c0bef89,Algebra,Linear inequalities in one or two variables,E
f305b5ca,4d9de101-04d3-4a9b-96ae-eef85f72bd23,Algebra,Linear equations in one variable,E
1087f6c4,02a67ccb-75a5-4787-89d5-0516399af231,Algebra,Linear equations in two variables,M
b5f62071,f1fcd45c-00d6-4477-bbcd-75ebc3cfc227,Algebra,Systems of two linear equations in two variables,H
4d8ccb96,fb1fc3f7-9487-4a08-841a-d7c028989341,Algebra,Linear equations in two variables,E
c50ede6d,be93eda4-1b01-4cb3-9e00-0859362e1713,Algebra,Linear inequalities in one or two variables,E
c1bd5301,ef6e2e6b-9410-44c5-86c6-4cce2bdace80,Algebra,Linear functions,M
b23bba4c,025553-DC,Algebra,Linear equations in two variables,E
24854644,cc275a34-d420-4dc2-8b26-a526a2d95c32,Algebra,Linear equations in two variables,E
71189542,09372-DC,Algebra,Systems of two linear equations in two variables,M
9d4270fe,8e8223b7-2824-48a9-a122-1abf78976190,Algebra,Linear equations in one variable,M
dba8d38a,020079-DC,Algebra,Systems of two linear equations in two variables,E
64c85440,022207-DC,Algebra,Linear inequalities in one or two variables,M
0c541d87,c470d4b9-a5d3-44e7-9e33-d10b5151dcde,Algebra,Systems of two linear equations in two variables,M
87322577,08464-DC,Algebra,Linear equations in two variables,E
5c94e6fa,214d64ec-0e1a-4a3f-8fcb-73b3eecf4a6b,Algebra,Linear equations in one variable,E
a130fcdc,14b71de8-edf5-4dc4-a0fe-e77ab51f082f,Algebra,Linear functions,E
7a5a74a6,028955-DC,Algebra,Linear equations in one variable,M
f5563c26,5f351eb6-67ee-4ee2-a604-17867c3570b7,Algebra,Systems of two linear equations in two variables,E
38bf4e04,033d8e6a-f7e5-456a-b3ab-38b7ad87a27d,Algebra,Linear equations in one variable,H
e6545fa8,2b87b482-ed79-4f52-87e1-3cd4aec4b340,Algebra,Systems of two linear equations in two variables,E
b7e6394d,05364-DC,Algebra,Linear equations in one variable,H
3c03cbd8,7ebcee2e-7a57-4d43-ae10-fe0a44f7791e,Algebra,Linear equations in two variables,M
0b221d05,efb5e6bb-bcbd-403b-9d21-1e079c979104,Algebra,Linear inequalities in one or two variables,M
7625073d,6b671d8f-d733-464f-b0d9-9d825d5fd66c,Algebra,Linear equations in two variables,M
bf36c815,027789-DC,Algebra,Linear functions,E
c5e38487,e4e2c39c-307d-411e-a829-b1a79fa0bee3,Algebra,Linear equations in two variables,M
968e9e51,032729-DC,Algebra,Linear inequalities in one or two variables,M
9f3cb472,803e7a6a-e220-4562-862c-82f2d02fcb7f,Algebra,Linear equations in two variables,M
aa85b138,028876-DC,Algebra,Linear equations in one variable,M
15daa8d6,a24605a1-dcc2-4d33-8f1f-a5e3f3904603,Algebra,Linear equations in one variable,M
d7c8ba0b,f33b0055-46c2-4d92-8dbc-03f057ed1886,Algebra,Linear equations in two variables,M
2f0a43b2,67336474-3a8f-4702-9694-98a3abdcc31a,Algebra,Linear equations in one variable,E
ebf8d2b7,afbd028c-6ff7-478a-83f7-9d7942bf56c6,Algebra,Linear equations in two variables,E
997bec28,2ed3a51e-14c9-41a5-8246-b0df7d098ee8,Algebra,Linear equations in one variable,E
40ba6288,d08114ae-ef2f-4e5b-a0ef-67d3bb996aa9,Algebra,Linear equations in one variable,E
12ee1edc,027743-DC,Algebra,Linear equations in one variable,M
6fa1dc0f,b0517abf-3415-4fde-bf1b-cc79e78acc97,Algebra,Linear equations in two variables,E
c6b151d4,aaebe46b-7143-4bb9-ae10-3f9ce2a0fbcb,Algebra,Linear equations in two variables,E
99ea3715,9ac48e4f-1444-4974-8049-572f31e5ed81,Algebra,Linear equations in two variables,M
0d391910,6aba0416-d25e-4a28-b655-c5623b3b71c0,Algebra,Linear functions,E
ee439cff,816cb6b4-6796-4c47-ae29-2ccb52e5c8ab,Algebra,Linear inequalities in one or two variables,E
ee2f611f,05431-DC,Algebra,Linear inequalities in one or two variables,H
8c98c834,023151-DC,Algebra,Linear equations in two variables,E
563407e5,06905-DC,Algebra,Linear inequalities in one or two variables,E
25e1cfed,98dc96db-8257-4f49-95af-515712d5e4e3,Algebra,Linear equations in one variable,H
38a43902,4754b73c-5377-41de-93c1-d49dd784c2c0,Algebra,Systems of two linear equations in two variables,M
930c2990,af90e68d-767f-4f40-82c5-58dbdc93234b,Algebra,Linear functions,E
317e80f9,f0975e35-afbb-4d74-9091-7a06a2bf4d03,Algebra,Systems of two linear equations in two variables,E
3f5375d9,020326-DC,Algebra,Linear functions,E
fdee0fbf,029630-DC,Algebra,Linear equations in two variables,H
541bef2f,57e960ad-dbb1-486d-9f07-1da462789c42,Algebra,Linear inequalities in one or two variables,H
620fe971,14854-DC,Algebra,Linear functions,M
6a87902f,5c64450d-1ff5-486d-bc37-e47fa80d2f7d,Algebra,Systems of two linear equations in two variables,M
b2845d88,016625-DC,Algebra,Linear equations in two variables,E
f75bd744,386cf16e-ddc8-4613-85b9-de02ba844834,Algebra,Systems of two linear equations in two variables,H
d0e614a6,3e65e30b-6f1f-4e34-9ac7-2f2019988ed3,Algebra,Linear equations in two variables,H
17d80dc3,6033a1e4-007d-42e9-ada3-25ad35a47e81,Algebra,Linear functions,M
1d18794b,821016f4-912a-4737-9916-2b5d5ea434a3,Algebra,Linear functions,E
b450ab03,7d5c4716-5975-4df0-abca-00aaa9789ed0,Algebra,Linear equations in two variables,E
b3abf40f,ea18109c-11ea-4e1e-a907-b4a77b4a93e1,Algebra,Linear functions,H
6ac23de7,08682-DC,Algebra,Linear equations in one variable,E
1c29bfd1,17c37dcf-800e-41d5-8367-1ccfbfa33af2,Algebra,Linear functions,M
dd875c97,ea1a5afe-c544-44e2-a9c7-b0921f19d7a7,Algebra,Linear inequalities in one or two variables,M
6e6a3241,022962-DC,Algebra,Systems of two linear equations in two variables,M
e6cb2402,e9630635-49ff-4317-9dc7-81fb2b4d2e19,Algebra,Linear equations in one variable,H
e470e19d,f0bbaf49-87a8-4fb3-b54f-eadea2dca1a9,Algebra,Linear functions,M
af711d1b,6bf54304-ff33-4fc3-8ab3-b9c8c115f618,Algebra,Linear functions,M
f7e39fe9,b64bd9d3-56b1-45f6-b301-f29dfd4eb579,Algebra,Linear functions,M
4a090a46,43bbec1d-b28f-43e6-89b0-1582a7e5c4a3,Algebra,Linear inequalities in one or two variables,E
415ab1d2,2d19a50f-046d-44a2-92f8-a10cf81a3e3c,Algebra,Linear functions,H
aff28230,0fe484a0-8389-4fe5-93dd-5d56c07a7c9c,Algebra,Systems of two linear equations in two variables,E
f5929f7a,b992e5d3-e84d-4c00-86c0-75f34b0c6f14,Algebra,Systems of two linear equations in two variables,M
6c71f3ec,7e2ec609-ff10-4d96-85a3-7a8db042e0c0,Algebra,Linear inequalities in one or two variables,H
e9908930,c16f36d3-645b-4e76-856d-2cc2c923b53c,Algebra,Linear functions,H
7392dfc1,05768-DC,Algebra,Linear equations in one variable,E
51568fb9,e7a189d8-ea3e-4bf1-b0c2-bb03d3f29337,Algebra,Linear equations in two variables,M
9aaf7786,d4f91dd3-90d3-4caa-a259-64740bd3f7e3,Algebra,Linear equations in two variables,H
93954cfa,07141-DC,Algebra,Linear equations in one variable,E
5cf1bbc9,d243de3a-1370-41b8-a350-5396b80263a0,Algebra,Linear functions,M
74c03c21,20220edf-4df0-47cb-bce6-798d01c48907,Algebra,Systems of two linear equations in two variables,M
9c7741c6,029899-DC,Algebra,Linear equations in two variables,M
b51c173d,ec93b358-6d54-4c6a-9e2b-fac8a57da030,Algebra,Linear functions,E
68f2cbaf,d9aed3a1-8247-4847-89fd-1c615ddd8b29,Algebra,Linear inequalities in one or two variables,E
8abed0fb,027122-DC,Algebra,Systems of two linear equations in two variables,E
e1259a5a,026145-DC,Algebra,Systems of two linear equations in two variables,E
c81f1c2f,9a75850f-42ca-4792-94aa-fe7d5258a84c,Algebra,Linear functions,M
4047cfa7,782fda69-e7ad-4084-b602-feec64776b52,Algebra,Linear inequalities in one or two variables,E
4702da8f,0bd2a2ec-0bbd-4cd3-a37f-8e35808487c2,Algebra,Linear functions,E
018a2704,0964937e-bca9-49a1-ae3a-255505993ab8,Algebra,Linear equations in one variable,M
b988eeec,839b7fb0-37a1-46d9-9dce-f3af7e85c97e,Algebra,Linear functions,H
3d04de9c,5b069676-b4f1-4f88-aa86-55183f3f0055,Algebra,Linear equations in one variable,E
70feb725,029548-DC,Algebra,Systems of two linear equations in two variables,H
8a87c2c8,4d15e7be-e330-43ce-90bb-537310380c04,Algebra,Systems of two linear equations in two variables,M
60f71697,0f1aa9d1-12d4-4e22-b2aa-c753912a2a2e,Algebra,Linear equations in one variable,E
9a216c0f,1fe5014a-3025-473b-a798-53f9ceab24bd,Algebra,Systems of two linear equations in two variables,M
13294295,a55ac55e-cf83-490d-9ed1-3e835edb8412,Algebra,Linear functions,E
0d5495a6,b4b8b378-61b2-456e-8bc3-884fa80f6a40,Algebra,Linear functions,M
ed92fb68,11158-DC,Algebra,Systems of two linear equations in two variables,M
6ba39da5,a94ddb79-a5ea-48b4-ac01-838bf92d16fb,Algebra,Systems of two linear equations in two variables,M
33e4af6b,e35017e8-7f1b-42e1-a7bd-e47cb7628320,Algebra,Linear functions,E
bbb0359a,10508e20-26b1-4e5b-8b38-3ab2f8695a5f,Algebra,Linear equations in two variables,M
606cdce7,efb2f017-fd60-4d55-aa5b-bf7aa344524d,Algebra,Linear equations in two variables,M
1a621af4,c72f11a1-3ee5-4aee-a4eb-ef3be78817bb,Algebra,Linear inequalities in one or two variables,H
3e9eaffc,83a73190-62d2-4465-82e0-b6794ffbddf6,Algebra,Linear functions,M
483d208d,3567f63b-262e-4925-aa9a-31ab8da38bd7,Algebra,Linear equations in two variables,M
af2ba762,09335-DC,Algebra,Linear functions,H
19fdf387,14931-DC,Algebra,Systems of two linear equations in two variables,M
a775af14,3ad33584-7909-480c-b2c2-e9092550290d,Algebra,Linear functions,M
9551cd91,022bc7aa-cc1a-41cc-8856-f626e8d243ac,Algebra,Linear functions,M
db0107df,63b423d6-d760-4ccc-974a-f9ad2904f1e9,Algebra,Linear equations in two variables,E
b8fa27db,d57fb5b1-3f4b-4846-927d-9d44e8d5aa05,Algebra,Linear equations in two variables,E
b9835972,155657c1-cb62-489d-b3be-d87bbbf5aada,Algebra,Linear equations in two variables,H
7b17f86a,68357233-11ec-44c6-882e-eb8bb84450eb,Algebra,Linear functions,E
ebd457f4,74ab7488-2efa-4e42-86ec-970c72177393,Algebra,Linear functions,M
e0f59119,2f6fe99e-a285-4b30-b61f-c4864a95e6e6,Algebra,Linear equations in two variables,M
d1f50dbe,5904d2e1-1ae5-40cf-915f-050b6b6d3111,Algebra,Linear functions,H
6c5c2a81,47f92079-253b-46b3-a924-90dc197bbd5c,Algebra,Linear functions,M
adf60b28,27ae61df-4f9b-484e-84cb-efeecdfbdc47,Algebra,Linear functions,E
df32b09c,09378-DC,Algebra,Linear inequalities in one or two variables,E
e1248a5c,05435-DC,Algebra,Systems of two linear equations in two variables,H
b8cbe394,49a43146-5d4a-4013-b46e-e0aa9a32fd1d,Algebra,Linear functions,E
05bb1af9,658ecb3f-b141-4d7a-abcb-105abef728e2,Algebra,Linear equations in two variables,H
cc7ffe02,a44626e2-3239-48f1-90f6-145e3b8b2c54,Algebra,Linear equations in two variables,H
86f7483f,dcb9ea1e-c069-4c4c-92f7-b7633bfd6904,Algebra,Linear inequalities in one or two variables,E
dae126d7,029018-DC,Algebra,Linear functions,M
bf5f80c6,4e92e788-6fae-4f7c-a838-84939a7bdd2f,Algebra,Linear inequalities in one or two variables,M
12983c1e,05103-DC,Algebra,Linear functions,E
aeaba0b6,ce1f679e-3746-457e-9ae8-995927d4a604,Algebra,Linear functions,E
8368afd1,1f20ceb9-1f8d-417b-b1f8-a18ac789333a,Algebra,Linear equations in two variables,E
70d9516e,4c2cb31a-9ec5-40cc-863d-4baac298c63b,Algebra,Linear functions,E
1362ccde,96dd952c-8f39-4328-a087-4989624fb279,Algebra,Systems of two linear equations in two variables,H
720e51ac,d37f3f28-86cf-4511-ab8e-f7639eafd76a,Algebra,Linear functions,E
4de87c9a,d4e10666-e119-46af-8dba-a8d527aeca75,Algebra,Linear equations in one variable,E
52cb8ea4,029346-DC,Algebra,Systems of two linear equations in two variables,H
c307283c,0d9d21e3-8ce9-45b7-b90e-60ee11a2b37c,Algebra,Linear equations in two variables,M
4e97f862,b5527b99-0bdb-46d2-9513-73a5fae75276,Algebra,Linear functions,E
8adf1335,032760-DC,Algebra,Linear equations in two variables,E
a0489274,cb6510bf-691c-4361-8c92-372e7946de91,Algebra,Systems of two linear equations in two variables,M
9db5b5c1,2afd7270-62a5-4b7b-9b32-31529be1acdd,Algebra,Systems of two linear equations in two variables,E
3174f07d,b057ae02-4dbf-4141-afa7-c0784af1f5b2,Algebra,Linear functions,E
80da233d,028905-DC,Algebra,Linear inequalities in one or two variables,M
271f7e3f,022313-DC,Algebra,Linear functions,M
70e29454,08050-DC,Algebra,Linear equations in one variable,M
7866a908,b07eee5e-2b48-42ca-9bdf-9cdd01089b62,Algebra,Systems of two linear equations in two variables,H
12b04e68,8cb965d3-c0cb-4549-8b51-5decc372d910,Algebra,Linear equations in one variable,E
e7b6f0d1,7084509a-2eca-4996-a36e-1e7ed19fdd12,Algebra,Linear equations in one variable,E
b78cd5df,a19c43f7-f093-4542-805a-9d67d7af0efa,Algebra,Linear inequalities in one or two variables,M
72a5fd28,784ebc69-0579-465e-9969-ad19889a3bd4,Algebra,Linear inequalities in one or two variables,E
0b46bad5,029477-DC,Algebra,Linear equations in two variables,H
b31c3117,028867-DC,Algebra,Linear inequalities in one or two variables,M
f79fffba,d3019424-6572-4d26-990d-bc85bde91bda,Algebra,Linear functions,E
7d5d1b32,c17521a8-2834-4b36-9f1a-dca9bf6e906d,Algebra,Linear equations in one variable,H
e7343559,a63a0a09-9923-4dab-b757-04fffd0b40b1,Algebra,Linear equations in two variables,E
f09097b1,070609-DC,Algebra,Linear equations in one variable,M
a9039591,79c4d360-5538-4b1d-992c-a822445814d8,Algebra,Linear functions,E
c362c210,070612-DC,Algebra,Linear equations in two variables,H
ee7b1de1,3e613a2d-72f8-4e08-8fce-8abf51849968,Algebra,Linear inequalities in one or two variables,H
bf749912,4f88a160-8333-4005-8a92-1ba7b2c74b99,Algebra,Linear equations in one variable,M
c17d9ba9,f74b2e01-3db6-4f1e-ab96-71e8146de67d,Algebra,Linear inequalities in one or two variables,M
d1042cf8,70115054-fb11-47dc-8abe-e8208d6f27f6,Algebra,Linear equations in two variables,E
768f3b7c,0741234a-eaa5-4593-8dae-f0666e86a222,Algebra,Linear equations in two variables,H
94b48cbf,c6aceeba-b507-44a2-bc31-9beb10096c93,Algebra,Linear equations in two variables,H
c5082ce3,04476-DC,Algebra,Systems of two linear equations in two variables,M
8339793c,b80105ad-11a3-443a-9dc8-51472ba42bbf,Algebra,Linear equations in one variable,E
2e0290c3,64377d96-584c-4863-b696-51d7230fc57d,Algebra,Linear equations in two variables,M
dd797fe2,023185-DC,Algebra,Linear equations in two variables,E
45a534d0,64207213-df09-436f-aeeb-a588aafa2b18,Algebra,Systems of two linear equations in two variables,H
550b352c,020349-DC,Algebra,Linear equations in one variable,E
a396ed75,6c1cdc06-5eb3-4cb5-bca2-3f5aa2c8be38,Algebra,Linear functions,E
50f4cb9c,f3a8f6e5-3640-4af9-a194-e13afbea670e,Algebra,Linear functions,H
87071893,f815b832-89ea-4f49-bc05-5f5c25cdb59f,Algebra,Linear equations in one variable,E
b00ad7f2,7f5e8f0d-75c3-4c2d-ac2a-90f3c586f44c,Algebra,Systems of two linear equations in two variables,M
ca9bb527,648f6724-1596-45f8-99c7-238a1a0648f9,Algebra,Systems of two linear equations in two variables,E
16889ef3,09384-DC,Algebra,Linear functions,H
c651cc56,05013-DC,Algebra,Linear functions,M
ecca0603,11f59d23-4e47-4f74-a94f-f3e9b7f2a2fd,Algebra,Linear inequalities in one or two variables,M
79cf8505,c754edce-0af7-420c-8fc5-0e5f0cd80b73,Algebra,Linear equations in one variable,M
adb0c96c,e8d1c0cc-b06d-4425-92fb-3beba3af4800,Algebra,Systems of two linear equations in two variables,H
b4553284,9df9861f-e14c-45b9-be5c-1d9bb6fbafba,Algebra,Linear equations in one variable,E
c22b5f25,025468-DC,Algebra,Linear functions,M
e4a588ca,f2255d61-7225-4d95-b076-0e4c0d8b749d,Algebra,Linear functions,E
6cb9bf45,9573f0d5-f412-4ea3-a39b-2aac8d125f34,Algebra,Linear inequalities in one or two variables,M
d7bf55e1,05268-DC,Algebra,Systems of two linear equations in two variables,H
11e1ab81,08375-DC,Algebra,Linear functions,M
771bd0ca,d406296c-cba6-440d-94d6-5bf2accfba2a,Algebra,Linear equations in one variable,H
df78b361,c9e742be-9c93-4d44-8ef4-0c15f7fff17f,Algebra,Linear equations in two variables,M
69f609b2,6d24c78b-537d-4e65-8a41-211301b6c972,Algebra,Linear equations in one variable,H
2e379126,6256e60f-a07b-4308-a386-94ecb7e20908,Algebra,Linear functions,E
80ae6851,2c79adc0-8360-4810-80d7-655a0eb1e8f9,Algebra,Linear equations in two variables,E
4fe4fd7c,028813-DC,Algebra,Linear functions,M
979b0b8d,545e9160-249b-4bdc-a5ec-c8c9e6fc08d6,Algebra,Linear functions,E
789975b7,05414-DC,Algebra,Linear equations in two variables,E
a309803e,700cd854-082d-4c3c-a2da-017482d48062,Algebra,Linear functions,H
c41e5688,152bfbd0-fbd2-4c10-81d1-98eb01d4d386,Algebra,Linear inequalities in one or two variables,M
55ea82f3,ceb288c3-af1c-43f5-a67d-ef140ccf15e3,Algebra,Linear inequalities in one or two variables,H
cea27ab2,992a511e-c690-479d-bab1-f58211e97302,Algebra,Linear equations in two variables,E
a049f400,4761cfd8-02ac-4622-bea3-45afe1718e1e,Algebra,Linear inequalities in one or two variables,H
e006209c,a0522055-0d67-4148-a6b2-7e78be641a3b,Algebra,Linear inequalities in one or two variables,E
bf883fde,b7b056ed-d7cc-4901-9a1b-f261a1455bee,Algebra,Linear functions,E
0d1b1e35,cd071339-36d3-4977-8ff2-863f8066f9ed,Algebra,Linear equations in two variables,M
2554b413,025936-DC,Algebra,Linear equations in two variables,E
5bf5136d,176e3a8c-9f87-406f-a76a-01267378721c,Algebra,Linear inequalities in one or two variables,H
79be5180,b1b506b9-ecab-4a7d-9043-cf9ca8ba8099,Algebra,Systems of two linear equations in two variables,M
620abf36,ff27b3f5-a00f-4258-b4c6-8f41c7c06bf0,Algebra,Linear equations in one variable,M
d62ad380,08073-DC,Algebra,Linear equations in two variables,M
2f34cd1c,d9f57fdb-9af6-41d0-9c42-2de71bdeab1f,Algebra,Linear functions,M
ed18c4f7,06911-DC,Algebra,Linear equations in one variable,E
52a8ef85,7a8622f4-3e4b-4373-a170-e62a46579a04,Algebra,Linear equations in two variables,E
3462d850,08832-DC,Algebra,Linear functions,E
0d685865,a7ee5a49-de3b-4c5b-a46e-d593e051326d,Algebra,Linear equations in one variable,E
fe6f9678,1a57825e-d5a2-43a1-ad8c-be3b91a796de,Algebra,Linear functions,E
12255364,87d05c33-deec-41ec-8d9c-f0a0094beae6,Algebra,Linear equations in one variable,E
b82a943c,1da5e7f6-df74-4a25-9976-1f105af7942e,Algebra,Linear equations in one variable,E
092ad67d,a18ef7d1-8bbd-459a-93cc-e4df62df2c1a,Algebra,Systems of two linear equations in two variables,M
eac739b2,f3aafaa2-b75f-4b93-a443-b88b79f2a8b1,Algebra,Linear equations in one variable,E
